model,galaxy,true_f_lambda_opt,pred_f_lambda,exact_factor_match,abs_factor_error,best_possible_error,best_possible_verdict,bridge_error_pred,bridge_verdict_pred,beta_grav_pred,beta_mod_bridge_pred,beta_mod_ML_pred
rf_regressor,NGC6015,0.5,1.0,False,0.5,0.1844965471070082,strong_bridge,0.2437801093002201,moderate_bridge,0.6458578606056413,1.6457506674053368,2.176285876165484
rf_regressor,NGC6195,2.0,1.5,False,0.5,0.0195604417407559,strong_bridge,0.0951572120826845,strong_bridge,0.4569168754731179,1.3196385270666011,1.458417467308354
rf_regressor,NGC6503,1.0,1.0,True,0.0,0.0589696727216884,strong_bridge,0.0589696727216884,strong_bridge,0.5132612023865479,1.4168888353191815,1.5056781851198873
rf_regressor,NGC6674,0.5,1.0,False,0.5,0.2368010122459769,moderate_bridge,0.2411518855040622,moderate_bridge,0.6366662434909243,1.6298859362653353,2.147842111129157
rf_regressor,NGC6789,2.0,1.0,False,1.0,0.2426066952012918,moderate_bridge,0.2726024336022812,moderate_bridge,0.7682912271800393,1.857070658112748,2.5530339169396643
rf_regressor,NGC6946,3.0,2.0,False,1.0,0.1131037374538088,strong_bridge,0.2590440857747374,moderate_bridge,0.3545134288511944,1.1428901781971614,1.5424536821359447
rf_regressor,NGC7331,1.0,1.0,True,0.0,0.1614786671750333,strong_bridge,0.1614786671750333,strong_bridge,0.3979859449721772,1.217923741021978,1.452466017672812
rf_regressor,NGC7793,1.0,1.0,True,0.0,0.0689749510974511,strong_bridge,0.0689749510974511,strong_bridge,0.4936381734100534,1.3830194873057522,1.4854804271227655
rf_regressor,NGC7814,2.0,2.0,True,0.0,0.0644552170614978,strong_bridge,0.0644552170614978,strong_bridge,0.4828591268173314,1.3644148528867142,1.458417467308354
rf_regressor,PGC51017,0.5,0.5,True,0.0,0.0548601665547268,strong_bridge,0.0548601665547268,strong_bridge,0.4992783244791015,1.3927543880509292,1.473596116432833
